species_name	display_name	ah_id	ah_species	description	gprofiler_id	gprofiler_species	rdataclass	rdatadateadded	sourcetype	taxonomyid	title
Artogeia napi	Artogeia napi	AH116044	Artogeia napi	NCBI gene ID based annotations about Artogeia napi	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	78633	org.Artogeia_napi.eg.sqlite
Arvicanthis niloticus	Arvicanthis niloticus	AH114811	Arvicanthis niloticus	NCBI gene ID based annotations about Arvicanthis niloticus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	61156	org.Arvicanthis_niloticus.eg.sqlite
Arvicola amphibius	Arvicola amphibius	AH115158	Arvicola amphibius	NCBI gene ID based annotations about Arvicola amphibius	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	1047088	org.Arvicola_amphibius.eg.sqlite
Arvicola nivalis	Arvicola nivalis	AH115113	Arvicola nivalis	NCBI gene ID based annotations about Arvicola nivalis	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	269649	org.Arvicola_nivalis.eg.sqlite
Ascidia intestinalis	Ascidia intestinalis	AH115917	Ascidia intestinalis	NCBI gene ID based annotations about Ascidia intestinalis	cintestinalis	Ciona intestinalis	OrgDb	2023-10-20	NCBI/UniProt	7719	org.Ascidia_intestinalis.eg.sqlite
Asparagus officinalis	Asparagus officinalis	AH114760	Asparagus officinalis	NCBI gene ID based annotations about Asparagus officinalis	aofficinalis	Asparagus officinalis	OrgDb	2023-10-20	NCBI/UniProt	4686	org.Asparagus_officinalis.eg.sqlite
Astatotilapia burtoni	Astatotilapia burtoni	AH115120	Astatotilapia burtoni	NCBI gene ID based annotations about Astatotilapia burtoni	hburtoni	Haplochromis burtoni	OrgDb	2023-10-20	NCBI/UniProt	8153	org.Astatotilapia_burtoni.eg.sqlite
Astatotilapia calliptera	Astatotilapia calliptera	AH114858	Astatotilapia calliptera	NCBI gene ID based annotations about Astatotilapia calliptera	acalliptera	Astatotilapia calliptera	OrgDb	2023-10-20	NCBI/UniProt	8154	org.Astatotilapia_calliptera.eg.sqlite
Asteracanthion distichum	Asteracanthion distichum	AH115653	Asteracanthion distichum	NCBI gene ID based annotations about Asteracanthion distichum	argca902459465v3	Asterias rubens	OrgDb	2023-10-20	NCBI/UniProt	7604	org.Asteracanthion_distichum.eg.sqlite
Asterina miniata	Asterina miniata	AH115202	Asterina miniata	NCBI gene ID based annotations about Asterina miniata	pmgca015706575v1	Patiria miniata	OrgDb	2023-10-20	NCBI/UniProt	46514	org.Asterina_miniata.eg.sqlite
Astyanax mexicanus	Astyanax mexicanus	AH114293	Astyanax mexicanus	NCBI gene ID based annotations about Astyanax mexicanus	amexicanus	Astyanax mexicanus	OrgDb	2023-10-20	NCBI/UniProt	7994	org.Astyanax_mexicanus.eg.sqlite
Athene cunicularia	Athene cunicularia	AH115977	Athene cunicularia	NCBI gene ID based annotations about Athene cunicularia	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	194338	org.Athene_cunicularia.eg.sqlite
Aurata aurata	Aurata aurata	AH114802	Aurata aurata	NCBI gene ID based annotations about Aurata aurata	saurata	Sparus aurata	OrgDb	2023-10-20	NCBI/UniProt	8175	org.Aurata_aurata.eg.sqlite
Australorbis glabratus	Australorbis glabratus	AH115333	Australorbis glabratus	NCBI gene ID based annotations about Australorbis glabratus	bggca947242115v1rs	Biomphalaria glabrata	OrgDb	2023-10-20	NCBI/UniProt	6526	org.Australorbis_glabratus.eg.sqlite
Austrofundulus limnaeus	Austrofundulus limnaeus	AH115306	Austrofundulus limnaeus	NCBI gene ID based annotations about Austrofundulus limnaeus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	52670	org.Austrofundulus_limnaeus.eg.sqlite
Bactrocera (Bactrocera)_dorsalis	Bactrocera (Bactrocera)_dorsalis	AH115804	Bactrocera (Bactrocera)_dorsalis	NCBI gene ID based annotations about Bactrocera (Bactrocera)_dorsalis	bdgca023373825v1rs	Bactrocera dorsalis	OrgDb	2023-10-20	NCBI/UniProt	27457	org.Bactrocera_(Bactrocera)_dorsalis.eg.sqlite
Bactrocera (Daculus)_oleae	Bactrocera (Daculus)_oleae	AH115933	Bactrocera (Daculus)_oleae	NCBI gene ID based annotations about Bactrocera (Daculus)_oleae	bogca001188975v4rs	Bactrocera oleae	OrgDb	2023-10-20	NCBI/UniProt	104688	org.Bactrocera_(Daculus)_oleae.eg.sqlite
Bactrocera cucurbitae	Bactrocera cucurbitae	AH115792	Bactrocera cucurbitae	NCBI gene ID based annotations about Bactrocera cucurbitae	zcgca028554725v2rs	Zeugodacus cucurbitae	OrgDb	2023-10-20	NCBI/UniProt	28588	org.Bactrocera_cucurbitae.eg.sqlite
Bactrocera neohumeralis	Bactrocera neohumeralis	AH115816	Bactrocera neohumeralis	NCBI gene ID based annotations about Bactrocera neohumeralis	bngca024586455v2rs	Bactrocera neohumeralis	OrgDb	2023-10-20	NCBI/UniProt	98809	org.Bactrocera_neohumeralis.eg.sqlite
Bactrocera tryoni	Bactrocera tryoni	AH115883	Bactrocera tryoni	NCBI gene ID based annotations about Bactrocera tryoni	btgca016617805v2	Bactrocera tryoni	OrgDb	2023-10-20	NCBI/UniProt	59916	org.Bactrocera_tryoni.eg.sqlite
Balaena musculus	Balaena musculus	AH115264	Balaena musculus	NCBI gene ID based annotations about Balaena musculus	bmusculus	Balaenoptera musculus	OrgDb	2023-10-20	NCBI/UniProt	9771	org.Balaena_musculus.eg.sqlite
Balaenoptera acutorostrata	Balaenoptera acutorostrata	AH115006	Balaenoptera acutorostrata	NCBI gene ID based annotations about Balaenoptera acutorostrata	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	9767	org.Balaenoptera_acutorostrata.eg.sqlite
Balearica gibbericeps	Balearica gibbericeps	AH116067	Balearica gibbericeps	NCBI gene ID based annotations about Balearica gibbericeps	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	100784	org.Balearica_gibbericeps.eg.sqlite
Barbus grahami	Barbus grahami	AH114286	Barbus grahami	NCBI gene ID based annotations about Barbus grahami	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	75366	org.Barbus_grahami.eg.sqlite
Barbus tetrazona	Barbus tetrazona	AH114425	Barbus tetrazona	NCBI gene ID based annotations about Barbus tetrazona	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	1606681	org.Barbus_tetrazona.eg.sqlite
Benincasa cerifera	Benincasa cerifera	AH115363	Benincasa cerifera	NCBI gene ID based annotations about Benincasa cerifera	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	102211	org.Benincasa_cerifera.eg.sqlite
Beta vulgaris_subsp._vulgaris	Beta vulgaris_subsp._vulgaris	AH114946	Beta vulgaris_subsp._vulgaris	NCBI gene ID based annotations about Beta vulgaris_subsp._vulgaris	bvulgaris	Beta vulgaris subsp. vulgaris	OrgDb	2023-10-20	NCBI/UniProt	3555	org.Beta_vulgaris_subsp._vulgaris.eg.sqlite
Betta splendens	Betta splendens	AH115103	Betta splendens	NCBI gene ID based annotations about Betta splendens	bsplendens	Betta splendens	OrgDb	2023-10-20	NCBI/UniProt	158456	org.Betta_splendens.eg.sqlite
Bicyclus anynana	Bicyclus anynana	AH116088	Bicyclus anynana	NCBI gene ID based annotations about Bicyclus anynana	bagca947172395v1	Bicyclus anynana	OrgDb	2023-10-20	NCBI/UniProt	110368	org.Bicyclus_anynana.eg.sqlite
Bison bison_bison	Bison bison_bison	AH115377	Bison bison_bison	NCBI gene ID based annotations about Bison bison_bison	bbbison	Bison bison bison	OrgDb	2023-10-20	NCBI/UniProt	43346	org.Bison_bison_bison.eg.sqlite
Blennius fasciatus	Blennius fasciatus	AH115077	Blennius fasciatus	NCBI gene ID based annotations about Blennius fasciatus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	181472	org.Blennius_fasciatus.eg.sqlite
Boleophthalmus pectinirostris	Boleophthalmus pectinirostris	AH115301	Boleophthalmus pectinirostris	NCBI gene ID based annotations about Boleophthalmus pectinirostris	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	150288	org.Boleophthalmus_pectinirostris.eg.sqlite
Boletus plorans	Boletus plorans	AH115902	Boletus plorans	NCBI gene ID based annotations about Boletus plorans	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	116603	org.Boletus_plorans.eg.sqlite
Bombina bombina	Bombina bombina	AH114830	Bombina bombina	NCBI gene ID based annotations about Bombina bombina	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	8345	org.Bombina_bombina.eg.sqlite
Bombus affinis	Bombus affinis	AH116071	Bombus affinis	NCBI gene ID based annotations about Bombus affinis	bagca024516045v2rs	Bombus affinis	OrgDb	2023-10-20	NCBI/UniProt	309941	org.Bombus_affinis.eg.sqlite
Bombus huntii	Bombus huntii	AH116101	Bombus huntii	NCBI gene ID based annotations about Bombus huntii	bhgca024542735v1rs	Bombus huntii	OrgDb	2023-10-20	NCBI/UniProt	85661	org.Bombus_huntii.eg.sqlite
Bombyx mori	Bombyx mori	AH115831	Bombyx mori	NCBI gene ID based annotations about Bombyx mori	bmgca030269925v1rs	Bombyx mori	OrgDb	2023-10-20	NCBI/UniProt	7091	org.Bombyx_mori.eg.sqlite
Boophilus microplus	Boophilus microplus	AH115100	Boophilus microplus	NCBI gene ID based annotations about Boophilus microplus	rmgca013339725v1	Rhipicephalus microplus	OrgDb	2023-10-20	NCBI/UniProt	6941	org.Boophilus_microplus.eg.sqlite
Bos bubalis	Bos bubalis	AH114509	Bos bubalis	NCBI gene ID based annotations about Bos bubalis	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	89462	org.Bos_bubalis.eg.sqlite
Bos grunniens_mutus	Bos grunniens_mutus	AH115460	Bos grunniens_mutus	NCBI gene ID based annotations about Bos grunniens_mutus	bmutus	Bos mutus	OrgDb	2023-10-20	NCBI/UniProt	72004	org.Bos_grunniens_mutus.eg.sqlite
Bos indicus	Bos indicus	AH115356	Bos indicus	NCBI gene ID based annotations about Bos indicus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	9915	org.Bos_indicus.eg.sqlite
Bos indicus_x_Bos_taurus	Bos indicus_x_Bos_taurus	AH114738	Bos indicus_x_Bos_taurus	NCBI gene ID based annotations about Bos indicus_x_Bos_taurus	bihybrid	Bos indicus x Bos taurus	OrgDb	2023-10-20	NCBI/UniProt	30522	org.Bos_indicus_x_Bos_taurus.eg.sqlite
Bos taurus	Bos taurus	AH114077	Bos taurus	NCBI gene ID based annotations about Bos taurus	btaurus	Bos taurus	OrgDb	2023-10-03	NCBI/ensembl	9913	org.Bt.eg.db.sqlite
Botys furnacalis	Botys furnacalis	AH115833	Botys furnacalis	NCBI gene ID based annotations about Botys furnacalis	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	93504	org.Botys_furnacalis.eg.sqlite
Brachypodium distachyon	Brachypodium distachyon	AH114855	Brachypodium distachyon	NCBI gene ID based annotations about Brachypodium distachyon	bdistachyon	Brachypodium distachyon	OrgDb	2023-10-20	NCBI/UniProt	15368	org.Brachypodium_distachyon.eg.sqlite
Bradysia coprophila	Bradysia coprophila	AH115647	Bradysia coprophila	NCBI gene ID based annotations about Bradysia coprophila	bcgca014529535v1rs	Bradysia coprophila	OrgDb	2023-10-20	NCBI/UniProt	38358	org.Bradysia_coprophila.eg.sqlite
Branchiostoma belcheri	Branchiostoma belcheri	AH115294	Branchiostoma belcheri	NCBI gene ID based annotations about Branchiostoma belcheri	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	7741	org.Branchiostoma_belcheri.eg.sqlite
Brassica napus	Brassica napus	AH114198	Brassica napus	NCBI gene ID based annotations about Brassica napus	bnapus	Brassica napus	OrgDb	2023-10-20	NCBI/UniProt	3708	org.Brassica_napus.eg.sqlite
Brassica oleracea	Brassica oleracea	AH114290	Brassica oleracea	NCBI gene ID based annotations about Brassica oleracea	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	3712	org.Brassica_oleracea.eg.sqlite
Brassica rapa	Brassica rapa	AH114298	Brassica rapa	NCBI gene ID based annotations about Brassica rapa	brapa	Brassica rapa	OrgDb	2023-10-20	NCBI/UniProt	3711	org.Brassica_rapa.eg.sqlite
Brienomyrus brachyistius	Brienomyrus brachyistius	AH114313	Brienomyrus brachyistius	NCBI gene ID based annotations about Brienomyrus brachyistius	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	42636	org.Brienomyrus_brachyistius.eg.sqlite
Brienomyrus kingsleyae	Brienomyrus kingsleyae	AH115141	Brienomyrus kingsleyae	NCBI gene ID based annotations about Brienomyrus kingsleyae	pkingsleyae	Paramormyrops kingsleyae	OrgDb	2023-10-20	NCBI/UniProt	1676925	org.Brienomyrus_kingsleyae.eg.sqlite
Bubalus arnee_carabanensis	Bubalus arnee_carabanensis	AH114410	Bubalus arnee_carabanensis	NCBI gene ID based annotations about Bubalus arnee_carabanensis	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	346063	org.Bubalus_arnee_carabanensis.eg.sqlite
Budorcas taxicolor	Budorcas taxicolor	AH115155	Budorcas taxicolor	NCBI gene ID based annotations about Budorcas taxicolor	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	37181	org.Budorcas_taxicolor.eg.sqlite
Bufo bufo	Bufo bufo	AH114746	Bufo bufo	NCBI gene ID based annotations about Bufo bufo	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	8384	org.Bufo_bufo.eg.sqlite
Bufo bufo_gargarizans	Bufo bufo_gargarizans	AH115221	Bufo bufo_gargarizans	NCBI gene ID based annotations about Bufo bufo_gargarizans	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	30331	org.Bufo_bufo_gargarizans.eg.sqlite
Cadophora gregata	Cadophora gregata	AH116108	Cadophora gregata	NCBI gene ID based annotations about Cadophora gregata	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	51156	org.Cadophora_gregata.eg.sqlite
Caecilia seraphini	Caecilia seraphini	AH115482	Caecilia seraphini	NCBI gene ID based annotations about Caecilia seraphini	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	260995	org.Caecilia_seraphini.eg.sqlite
Caenorhabditis briggsae	Caenorhabditis briggsae	AH115555	Caenorhabditis briggsae	NCBI gene ID based annotations about Caenorhabditis briggsae	vx34prjna784955	Caenorhabditis briggsae	OrgDb	2023-10-20	NCBI/UniProt	6238	org.Caenorhabditis_briggsae.eg.sqlite
Caenorhabditis elegans	Caenorhabditis elegans	AH114089	Caenorhabditis elegans	NCBI gene ID based annotations about Caenorhabditis elegans	caelegprjna13758	Caenorhabditis elegans	OrgDb	2023-10-03	NCBI/ensembl	6239	org.Ce.eg.db.sqlite
Caenorhabditis remanei	Caenorhabditis remanei	AH115346	Caenorhabditis remanei	NCBI gene ID based annotations about Caenorhabditis remanei	caremaprjna248909	Caenorhabditis remanei	OrgDb	2023-10-20	NCBI/UniProt	31234	org.Caenorhabditis_remanei.eg.sqlite
Cajanus cajan	Cajanus cajan	AH114699	Cajanus cajan	NCBI gene ID based annotations about Cajanus cajan	ccajan	Cajanus cajan	OrgDb	2023-10-20	NCBI/UniProt	3821	org.Cajanus_cajan.eg.sqlite
Calamoichthys calabaricus	Calamoichthys calabaricus	AH115256	Calamoichthys calabaricus	NCBI gene ID based annotations about Calamoichthys calabaricus	ecalabaricus	Erpetoichthys calabaricus	OrgDb	2023-10-20	NCBI/UniProt	27687	org.Calamoichthys_calabaricus.eg.sqlite
Calidris pugnax	Calidris pugnax	AH115733	Calidris pugnax	NCBI gene ID based annotations about Calidris pugnax	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	198806	org.Calidris_pugnax.eg.sqlite
Callionymus splendidus	Callionymus splendidus	AH115396	Callionymus splendidus	NCBI gene ID based annotations about Callionymus splendidus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	270530	org.Callionymus_splendidus.eg.sqlite
Callithrix jacchus_jacchus	Callithrix jacchus_jacchus	AH114379	Callithrix jacchus_jacchus	NCBI gene ID based annotations about Callithrix jacchus_jacchus	cjacchus	Callithrix jacchus	OrgDb	2023-10-20	NCBI/UniProt	9483	org.Callithrix_jacchus_jacchus.eg.sqlite
Callorhinchus milii	Callorhinchus milii	AH115589	Callorhinchus milii	NCBI gene ID based annotations about Callorhinchus milii	cmilii	Callorhinchus milii	OrgDb	2023-10-20	NCBI/UniProt	7868	org.Callorhinchus_milii.eg.sqlite
Callorhinus ursinus	Callorhinus ursinus	AH114606	Callorhinus ursinus	NCBI gene ID based annotations about Callorhinus ursinus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	34884	org.Callorhinus_ursinus.eg.sqlite
Calypte anna	Calypte anna	AH115929	Calypte anna	NCBI gene ID based annotations about Calypte anna	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	9244	org.Calypte_anna.eg.sqlite
Camarhynchus parvulus	Camarhynchus parvulus	AH115878	Camarhynchus parvulus	NCBI gene ID based annotations about Camarhynchus parvulus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	87175	org.Camarhynchus_parvulus.eg.sqlite
Camelina sativa	Camelina sativa	AH114215	Camelina sativa	NCBI gene ID based annotations about Camelina sativa	csativa	Camelina sativa	OrgDb	2023-10-20	NCBI/UniProt	90675	org.Camelina_sativa.eg.sqlite
Camellia sinensis	Camellia sinensis	AH114245	Camellia sinensis	NCBI gene ID based annotations about Camellia sinensis	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	4442	org.Camellia_sinensis.eg.sqlite
Camelus bactrianus	Camelus bactrianus	AH115015	Camelus bactrianus	NCBI gene ID based annotations about Camelus bactrianus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	9837	org.Camelus_bactrianus.eg.sqlite
Camelus bactrianus_ferus	Camelus bactrianus_ferus	AH114697	Camelus bactrianus_ferus	NCBI gene ID based annotations about Camelus bactrianus_ferus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	419612	org.Camelus_bactrianus_ferus.eg.sqlite
Camelus dromedarius	Camelus dromedarius	AH114759	Camelus dromedarius	NCBI gene ID based annotations about Camelus dromedarius	cdromedarius	Camelus dromedarius	OrgDb	2023-10-20	NCBI/UniProt	9838	org.Camelus_dromedarius.eg.sqlite
Camelus pacos	Camelus pacos	AH114897	Camelus pacos	NCBI gene ID based annotations about Camelus pacos	vpacos	Vicugna pacos	OrgDb	2023-10-20	NCBI/UniProt	30538	org.Camelus_pacos.eg.sqlite
Canis dingo	Canis dingo	AH114422	Canis dingo	NCBI gene ID based annotations about Canis dingo	cldingo	Canis lupus dingo	OrgDb	2023-10-20	NCBI/UniProt	286419	org.Canis_dingo.eg.sqlite
Canis familiaris	Canis familiaris	AH114078	Canis familiaris	NCBI gene ID based annotations about Canis familiaris	clfamiliaris	Canis lupus familiaris	OrgDb	2023-10-03	NCBI/ensembl	9615	org.Cf.eg.db.sqlite
Canis hyaena	Canis hyaena	AH115026	Canis hyaena	NCBI gene ID based annotations about Canis hyaena	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	95912	org.Canis_hyaena.eg.sqlite
Canis procyonoides	Canis procyonoides	AH115007	Canis procyonoides	NCBI gene ID based annotations about Canis procyonoides	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	34880	org.Canis_procyonoides.eg.sqlite
Canis vulpes	Canis vulpes	AH115085	Canis vulpes	NCBI gene ID based annotations about Canis vulpes	vvulpes	Vulpes vulpes	OrgDb	2023-10-20	NCBI/UniProt	9627	org.Canis_vulpes.eg.sqlite
Cannabis sativa	Cannabis sativa	AH114845	Cannabis sativa	NCBI gene ID based annotations about Cannabis sativa	csfemale	Cannabis sativa	OrgDb	2023-10-20	NCBI/UniProt	3483	org.Cannabis_sativa.eg.sqlite
Cantharellus anzutake	Cantharellus anzutake	AH115822	Cantharellus anzutake	NCBI gene ID based annotations about Cantharellus anzutake	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	1750568	org.Cantharellus_anzutake.eg.sqlite
Capra aegagrus_hircus	Capra aegagrus_hircus	AH115087	Capra aegagrus_hircus	NCBI gene ID based annotations about Capra aegagrus_hircus	chircus	Capra hircus	OrgDb	2023-10-20	NCBI/UniProt	9925	org.Capra_aegagrus_hircus.eg.sqlite
Capsella rubella	Capsella rubella	AH115036	Capsella rubella	NCBI gene ID based annotations about Capsella rubella	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	81985	org.Capsella_rubella.eg.sqlite
Capsicum annuum	Capsicum annuum	AH114312	Capsicum annuum	NCBI gene ID based annotations about Capsicum annuum	cannuum	Capsicum annuum	OrgDb	2023-10-20	NCBI/UniProt	4072	org.Capsicum_annuum.eg.sqlite
Caranx dumerili	Caranx dumerili	AH115474	Caranx dumerili	NCBI gene ID based annotations about Caranx dumerili	sdumerili	Seriola dumerili	OrgDb	2023-10-20	NCBI/UniProt	41447	org.Caranx_dumerili.eg.sqlite
Carassius auratus	Carassius auratus	AH114226	Carassius auratus	NCBI gene ID based annotations about Carassius auratus	cauratus	Carassius auratus	OrgDb	2023-10-20	NCBI/UniProt	7957	org.Carassius_auratus.eg.sqlite
Carassius auratus_gibelio	Carassius auratus_gibelio	AH114216	Carassius auratus_gibelio	NCBI gene ID based annotations about Carassius auratus_gibelio	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	101364	org.Carassius_auratus_gibelio.eg.sqlite
Carassius carassius	Carassius carassius	AH114242	Carassius carassius	NCBI gene ID based annotations about Carassius carassius	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	217509	org.Carassius_carassius.eg.sqlite
Carcharodon carcharias	Carcharodon carcharias	AH115431	Carcharodon carcharias	NCBI gene ID based annotations about Carcharodon carcharias	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	13397	org.Carcharodon_carcharias.eg.sqlite
Caretta caretta	Caretta caretta	AH115450	Caretta caretta	NCBI gene ID based annotations about Caretta caretta	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	8467	org.Caretta_caretta.eg.sqlite
Cariama cristata	Cariama cristata	AH116060	Cariama cristata	NCBI gene ID based annotations about Cariama cristata	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	54380	org.Cariama_cristata.eg.sqlite
Carica papaya	Carica papaya	AH115641	Carica papaya	NCBI gene ID based annotations about Carica papaya	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	3649	org.Carica_papaya.eg.sqlite
Carlito syrichta	Carlito syrichta	AH115164	Carlito syrichta	NCBI gene ID based annotations about Carlito syrichta	csyrichta	Carlito syrichta	OrgDb	2023-10-20	NCBI/UniProt	1868482	org.Carlito_syrichta.eg.sqlite
Carpiodes asiaticus	Carpiodes asiaticus	AH114324	Carpiodes asiaticus	NCBI gene ID based annotations about Carpiodes asiaticus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	70543	org.Carpiodes_asiaticus.eg.sqlite
Carya illinoensis	Carya illinoensis	AH114346	Carya illinoensis	NCBI gene ID based annotations about Carya illinoensis	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	32201	org.Carya_illinoensis.eg.sqlite
